"songID","title","artist","album"
"TRAPRDY128F930DBA5","All I Want","Captain Hollywood Project","All I Want"
"TRAPREX128F145DAD0","I Never Picked Cotton","Roy Rogers","A Man from Duck Run/The Country Side of Roy Rogers"
"TRAPRGZ12903CB7132","I See God","Johnny Nash","The Quiet Hour"
"TRAPRKM128F426BF58","Strange meeting","Ismael Dueñas","Diversions"
"TRAPRLP128F429302A","Je N'ai Plus Rien A Te Donner","Marc Lavoine","C'Est Ca Lavoine"
"TRAPRQZ128F427E188","Comfortable","John Mayer","Inside Wants Out"
"TRAPRRP12903CD97E9","Hound Dog","Big Mama Thornton with Kansas Bill and his Orchestra","A Lesson in Rock"
"TRAPRTL12903CE06D3","Worried Mind","Roy Drusky","Heart Over Mind"
"TRAPRWQ128F92E9CCD","Love Me","Jeanne Pruett","Satin Sheets"
"TRAPSAQ128F426953A","Stuck In A Moment You can't Get Out Of","Mariano Yanani","Babies Go U2"
"TRAPSBI128F149D9EC","Up Among The Heather","The Irish Rovers","Upon A Shamrock Shore/Songs Of Ireland And The Irish"
"TRAPSBW128F4275CB4","Have fi pray","Wilks featuring jah mason","It's a shame"
"TRAPSEQ128F932E8F2","Vera Begs Dylan","Angelo Badalamenti","The Edge Of Love"
"TRAPSHW128F14560A6","Losers","J.J. Cale","#8"
"TRAPSIJ128F1498B7E","Games People Play","Bert Kaempfert And His Orchestra","One Lonely Night"
"TRAPSJN128F422AF18","The True Beast","All Shall Persih","The Price Of Existence"
"TRAPSLP12903CC80EC","Warung Beach","John Digweed","Clubplanet Volume 1"
"TRAPSLR128F4258D62","Answer The Call (Powerhouse Album Version)","White Heart","Powerhouse"
"TRAPSMC128F42BC76A","Wonderful One","Vanessa Bell Armstrong","Praise & Worship"
"TRAPSMF12903CD05E7","Fly Away From Here (Graduation Day) (Album Version)","Dropline","You Are Here"
"TRAPSUH12903CB1059","A Bundle Of Dreams","Tommy Sands","Sing Boy Sing"
"TRAPSZU128E0785BD2","Don't Ever (Album Version)","Missy Higgins","The Sound Of White - Australian Version"
"TRAPTCZ12903CD4408","Amoria","Hi-Fi Companions","Swingers In Paradise"
"TRAPTDE12903CD42B4","Aattelepa ite","Jope Ruonansuu","Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite"
"TRAPTGG128F9326020","34 Blues","Charlie Patton","A Spoonful Blues  Vol 1"
"TRAPTGW128F4277AA6","De la mano de un chulo","Mr. Kilombo","El lado gamberro"
"TRAPTHJ128F92C70D6","Laziest Gal In Town","Marlene Dietrich","Marlene Dietrich"
"TRAPTMB12903CDA80E","Tu Me Desesperas","Adalberto Santiago","Adalberto"
"TRAPTMR12903CA43F0","Lombrigas e os vermes","Eddie","Metropolitano"
"TRAPTNN128F933B0AA","Manuel Santillán_ El León (Versión Reggae)","Los Fabulosos Cadillacs","Vasos Vacíos"
"TRAPTOE128F4272000","Don't Matter","Akon","Don't Matter"
"TRAPTPD128F42940D0","Valentine's Day","V Sinizter","Morning Star: Soul Of The Beast"
"TRAPTQA128F42341FA","Bad Woman","Richard Hawley And Death Ramps_ Arctic Monkeys","Teddy Picker"
"TRAPTRB128F422915D","part 2 - Winterlight","Stephan Micus","On the Wing"
"TRAPTRH128F4271659","Be Careful With A Fool","Johnny Winter","The Best Of Johnny Winter"
"TRAPTTM128F92EF071","Mélusine","Jean-Claude Darnal","Ecoute mon enfant"
"TRAPTVO128F14661D2","The Plan (The Plan Album Version)","Raze","The Plan"
"TRAPTXN128F424A172","It Seems Like A Dream","Yank Rachell","Legendary Country Blues Artists - CD C"
"TRAPTYA128F934FC43","Break","Orbit","La Mano"
"TRAPTYS12903CD191F","Posledny Buntar`","Kruger","Dusha Izuvera"
"TRAPUDN128F423B45C","Gently (Album Version)","Slipknot","Iowa"
"TRAPUED128F92C5741","Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition)","Grachan Moncur III","Evolution (Rudy Van Gelder Edition)"
"TRAPUFL128F425A8F9","Nature Boy","Rick Astley","Portrait"
"TRAPUFV128F4231392","End Title/Animal Crackers","The Marx Brothers","Horse Feathers / Animal Crackers"
"TRAPUOJ128F429F4C1","Alligator Blues","Sylvester Weaver","Sylvester Weaver Vol. 2 (1927)"
"TRAPUQI128F426A1BF","Two Sweety People","Line Renaud - Dean Martin","Collection Disques Pathé"
"TRAPUVW128F42980AD","I Don't Know You People","Orbital","The Middle Of Nowhere"
"TRAPUWG128EF3425E7","Song For A Friend (Live From Montalvo)","Jason Mraz","Selections For Friends"
"TRAPUXT128F4230216","Organic Echo (Part II)","Lester Bowie","All The Magic!"
"TRAPVBP128F9308A86","No Hace Falta Que Lo Digas","Alejandro Lerner","Lernertres"
"TRAPVDC128F422C711","Guardians Of The Forest","Wolfchant","A Pagan Storm"
"TRAPVFO128F9347D5B","Ayer","La 5A Estacion","Primera Toma"
"TRAPVGB128F42725AF","I Won't Spend Another Night Alone","The Ataris","So Long_ Astoria"
"TRAPVJC128F4285891","Don't Sit Under The Apple Tree","Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd","Singin' With The Big Bands"
"TRAPVKB128F93377C1","Les Scieurs De Long","Jacques Douai","Heritage - La Belle Se Promène - BAM (1978)"
"TRAPVPK128F9305F31","How Great Thou Art","Ronnie Milsap","Then Sings My Soul: 24 Favorite Hymns & Gospel Songs"
"TRAPVPS128F423CD26","Fruits & Nuts","Marc Shaiman","The Out of Towners"
"TRAPVQZ128F93378B1","Mes Belles Amourettes","Jacques Douai","Heritage - Récital N°5 & 6 - BAM (1958-1959)"
"TRAPVRB128F92E7BF4","Bass To Bass","DJ Slugo","DJ Slugo Juke Chronicles Vol. 1"
"TRAPVRU128F9302300","All Or Nothing","SKOLD vs. KMFDM","SKOLD vs. KMFDM"
"TRAPVXQ128F425A974","Dubbaq","Legion Of Green Men","Baqontraq"
"TRAPVXS128F9331A42","Out Of My Mind","Glen Ricks","Fall In Love"
"TRAPVXU128F149E7CD","Stay With Me","Faces","The Best Of Faces: Good Boys When They're Asleep"
"TRAPVYD12903CE0269","And Still I Wither","Enslavement Of Beauty","Traces O` Red"
"TRAPVZR128F92F8FD0","Crazy","Aynsley Lister","Equilibrium"
"TRAPWGW128F92F8F7C","The Bad And The Beautiful","David Raksin","Hollywood Screen Gems - Vol 1"
"TRAPWMY128F4275285","Desde el este","Facto Delafe y las flores azules","La luz de la mañana"
"TRAPWSV128F4294DF4","Finish the Job","Al Toomer","Urban Messiah"
"TRAPWTX128F428FE47","The Marquis and the Scaffold (From ""Quills"")","Nick Ingman","Quills"
"TRAPWXY128F14B0901","Hiroshima","Utopia","RA"
"TRAPWYA12903CAF95F","Ms. Marseilles","John Brown","Burbstrumentals_ Vol. 1"
"TRAPWZW128F4292E66","Let Me Show You The Way (Out)","Toni Braxton","More Than A Woman"
"TRAPXDK12903CC631E","If I Miss You Again Tonight","Tommy Overstreet","The Best of Tommy Overstreet"
"TRAPXHQ128F9340E67","I Love U","Chris Brown","Graffiti"
"TRAPXLO128F931B20B","Nuoruusmuistoja","Erkki Junkkarinen","Vuosikirja 1976 - 50 hittiä"
"TRAPXNL128F4258C60","After Lovin You (Love Life Album Version)","Charlie Peacock","Love Life"
"TRAPXOE128F92FAB15","Beef","Capone-N-Noreaga","Channel 10"
"TRAPXRU128F932D676","Find The Office","Patric C","The Horrible Plans Of Flex Busterman"
"TRAPXSL128F42305D6","Quasar","Kitaro","Spiritual Garden"
"TRAPXTG12903CE64CF","Swing","Jean-michel Rotin","L'integrale"
"TRAPXTV128F423A363","Wrote For Luck (12"" - Remastered version)","Happy Mondays","Bummed"
"TRAPXVE128F92DD085","Ahmea","Flutlicht","Ahmea"
"TRAPXZH128F92E1E72","Le Bagad De Lann Bihoue","Alain Souchon","Collection"
"TRAPYBS128F9309278","Street Sh***","Mil featuring Memphis Bleek","Street Scriptures"
"TRAPYCB128F930CD70","Dance To The Music Of The World - Original Re-Mix (Practice Session)","Prince With 94 East","Prince With 94 East's You Can Be My Teacher"
"TRAPYCB128F9345A8E","Hot Rod","Fiasko","Hot Rod"
"TRAPYCR128F4289604","Coke (Live)","Flickerstick","Causing A Catastrophe (Live)"
"TRAPYGN128F42345D8","Drown In My Own Tears (LP Version)","Bobby Darin","Bobby Darin Sings Ray Charles"
"TRAPYHA12903CED089","Fan Into Flame","John Michael Talbot","Meditations In The Spirit"
"TRAPYID12903D09B0E","Druzya","Malina","Malina.Org.azm.ru"
"TRAPYML128F423DF98","Ability To Create A War","A Skylit Drive","She Watched The Sky"
"TRAPYVH128F428CFD7","Pants_ Meet Shit","Daughters","Canada Songs"
"TRAPZAW128F930FEEF","McHattie's Waltz","The Waybacks","Devolver"
"TRAPZDX12903D05CCB","Ça S'est Passé Un Dimanche","Maurice Chevalier","Le plus grandes chansons"
"TRAPZJQ128F428A022","Going Strong (Album Version)","Dropkick Murphys","The Gangs All Here"
"TRAPZJV12903CCF414","Heavy Heart (Album Version)","Josie","Unkunvenshunal Girl"
"TRAPZLI128F92DB0CD","Dendemänner braucht das Land","Dendemann","Abersowasvonlive"
"TRAPZOH128F92E7FD6","Un P'Tit Brin De Musette","André Verchuren","Les Increvables N1"
"TRAPZQI128F428CF18","And I Hear You Call","Amorphis","My Kantele"
"TRAPZQV128F9313F84","Somewhere In Time","Dave Alvin","Ashgrove"
"TRAPZTV128F92CAA4E","Single Ladies (Put A Ring On It)","Beyoncé","Single Ladies (Put A Ring On It) - Dance Remixes"
"TRAPZYB128F9309217","Ninja Mental","Illya Kuryaki And The Valderramas","Ninja Mental - Unplugged MTV"
"TRAPZYO128EF3519A2","Tony Yayo Explosion","G Unit feat. 50 Cent","Tha Gangsta Mix"
"TRAPZZJ12903CC5190","Ain't Got Nothin' But The Blues (Album Version)","Robben Ford","Talk To Your Daughter"
"TRAQACB128F4263F7B","Soaked In Cinnamon","Ultimate Fakebook","This Will Be Laughing Week"
"TRAQACX128F92FE83D","Make It Funky (Album Version)","Information Society","Information Society"
"TRAQADQ12903CDCEF5","Now And Forever","Call To Preserve","Unsinkable"
"TRAQAIW12903C9B61E","I Could Be Dreaming","Belle and Sebastian","The BBC Sessions"
"TRAQAMG128F934AED9","Slap U Around","GWAR","This Toilet Earth"
"TRAQAPL12903CB18F0","La Mamá De Jimmy","León Gieco","Un Leon Demente"
"TRAQAVX128F42A13D7","Like A Freza","Little Capes","Reggae Deluxe"
"TRAQAXL12903C9AA01","Lets Go Amigos - Tail","Johnny Pearson","KPM 1000 Series: Flamboyant Themes (Volume 4)"
"TRAQAYR128F427DC4C","Bourrée des Monts d'Aubrac","Jean Segurel","POUR CHANTER L'AUVERGNE"
"TRAQAYU128EF340AD0","Guardian Angel","Broadcast","Who's got the ball"
"TRAQBCD128F92EE352","My Heart Is Booked","Pinchers","Bandelero"
"TRAQBGF128F429C893","Skank and Dub","Junior Reid","Double Top"
"TRAQBGZ128F932CD62","ABCD Medley","Laurie Berkner","Whaddaya Think of That?"
"TRAQBNL128F421DC67","It Won't Be Long Now","Frank Stokes","The Best Of Frank Stokes"
"TRAQBNL128F4254D13","Another Love Song","Warrior King","Hold The Faith"
"TRAQBRP128F92DFCEF","Good Times Have Done Me Wrong (live) - exclusive version","Simply Red","Stay (Bonus Version)"
"TRAQBSN12903CF6797","Me Dicen El Feliz","Orquesta Sublime","A Bailar Boogaloo Con La Sublime (Digitally Remastered)"
"TRAQBTT128F427AE7D","Pu**y Pop","Xzibit featuring Jayo Felony and Method Man","40 Dayz & 40 Nightz (Explicit)"
"TRAQBTU128F931BB1D","Cabiria","Hot Club Of Cowtown","Wishful Thinking"
"TRAQBVO128F425D1F9","Un Espacio Para Andar (2002 Digital Remaster)","Aleks Syntek","Más Fuerte De Lo Que Pensaba"
"TRAQBXG128F9352821","Plus chère la vie","Les Malpolis","This Machine Kills Fingers (Live)"
"TRAQCBN128F1456991","We Got You (Featuring Jaguar)","The Roots / Jaguar","The Roots Come Alive"
"TRAQCCG128F14AD361","Entanglement","John Ottman","Fantastic Four"
"TRAQCFH128F92FE30F","Alla Fine Di Tutto Questo","Fabri Fibra","Chi Vuole Essere Fabri Fibra ?"
"TRAQCFJ128F92FFED9","Sounds Of The City","DJ Nasty","Hot Sauce"
"TRAQCIE12903D07754","Orchard","Moss","Moss"
"TRAQCIO128EF34C3F7","The Impala Incident (The Fifth Annual End Of The World Tour)","Christoper Titus","The 5th Annual End Of The World Tour"
"TRAQCKG128F421C277","Frei zu sein","In Extremo","Frei zu sein"
"TRAQCTA12903CCE568","Finally","The Incurables","Fade"
"TRAQCVQ128F92D2B3D","Now I'm All Over The Place_ Scoob (Album Version)","Frank Caliendo","All Over The Place"
"TRAQCXM128F4230BAD","Left Behind","The Steeles","Left Behind"
"TRAQDBO128F92ED2AC","Signapur","In Extremo","Mein rasend Herz"
"TRAQDCD128F935F863","History Of Jody","Guitar Shorty","Shorty's Blues"
"TRAQDID128F92FF26D","Juneau [Live]","Funeral For A Friend","The Great Wide Open"
"TRAQDSN128F42934A2","Posterchild for Tragedy","Sugarbomb","Bully"
"TRAQDUR128F931B4E9","Wildflowers (Album Version)","Tom Petty","Wildflowers"
"TRAQDVL128F9311923","Come All Over Me","Groove Karma","Come All Over Me"
"TRAQDWW12903CF4274","Handel: Alcina: Tornami a vagheggiar","Joan Sutherland","Joan Sutherland"
"TRAQDXE128F92C3197","Matter Of Fact","Love Jones","Here's To The Losers"
"TRAQDXL128F4260EB8","Head For Backstage Pass","Jeff Beck","Original Album Classics"
"TRAQDXM128F421F033","Santa Claus Is Coming To Town","Skeeter Davis","Country Christmas"
"TRAQDYJ128F14989F8","He's A Rebel","Crystals","Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996"
"TRAQDZM128F426444D","Everyday","Bebe Winans / Stephanie Mills","Love And Freedom"
"TRAQDZZ128F42AF66A","Let's Plan A Robbery","Three 6 Mafia","Most Known Unknown (Screwed and Chopped)"
"TRAQEEB128F9332D97","Plastic Dreams","Jaydee","Optimo presents In Order To Edit"
"TRAQEFY128F42A0036","Carol","Flamin' Groovies","Teenage Head"
"TRAQEJH12903CF048F","Boyfriends","Vickie Winans","Share the Laughter"
"TRAQEKD128F425293D","Taste You","Auf Der Maur","Auf Der Maur"
"TRAQEKV128F147B762","Treat Me Right (Jon Cutler Album Version)","Kim English","My Destiny"
"TRAQELD128F4274F52","Come To Me Tonight","Daniel Johnston","Frankenstein Love"
"TRAQELO128F42595F5","Todo A Mi Favor","Juan Carlos Baglietto","Coleccion Aniversario"
"TRAQEOG128F9353981","Caught In The Rain","Martin Sexton","Black Sheep"
"TRAQEOO128F9336721","Dancehall Man","Thriller U","Love Rule"
"TRAQEOP12903CA65E2","Tú","Shakira","Donde Estan Los Ladrones"
"TRAQESC128F92D9527","Country Preacher","Jimmy Johnson","North // South"
"TRAQEUQ128F425282E","Chant For Eschaton 2000","Behemoth","Satanica"
"TRAQEVV128EF34E413","Deliverance","Sick Puppies","Dressed Up As Life"
"TRAQEZO128F9345243","Better Be Good","The Real Kids","The Real Kids"
"TRAQFCX128F423C1A4","Good Question  (LP Version)","Lee Ritenour","Rit_ Vol. 1"
"TRAQFDL128F427E823","Bing","The Jason Bonham Band","MAD HATTER"
"TRAQFEZ128F92E565D","Morning","Poncho Sanchez / Dianne Reeves","Morning Cup Of Jazz"
"TRAQFGC12903CB9BCB","Walk in the Park","Audio Pyper","Soweto Jumpoff"
"TRAQFGE128F9322ADA","Only If You Live There","Oliver Lake Quintet","Talkin' Stick"
"TRAQFGR128EF34E7AF","Waterfall (Spirit Of The Rainforest Album Version)","David Arkenstone","Spirit Of The Rainforest"
"TRAQFHK128F92F3274","Operation Love","Mark Ashley","Heartbreak Boulevard"
"TRAQFPB128F421FFC9","Stereophonic Presentation - Kokoro_ Pt. 5","Roger Reynolds","Process And Passion"
"TRAQFPY12903C9EA62","Dumy Moi-Zamicy Dal Nie...","Alkonost","Put Neprojdennyj"
"TRAQFRC128F930D467","Need Not","A Ghost Devotion","They'll All Believe_ There's Nothing Wrong With My Heart"
"TRAQFUM12903D0F30B","A Galicia Vente Xa","Xose Manuel Budiño","Zume De Tierra"
"TRAQFXU128F424DF7C","Always","RyanDan","RyanDan"
"TRAQGHF128F4263CCB","Track 04","Pelt","Untitled"
"TRAQGID128F932232D","No Mercy Remix (Cade Money Remix)","The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz","House of Stone"
"TRAQGLM128EF356DEA","Bad Creation","Vivian","Vivianism"
"TRAQGMY128F425A2F5","A Whiter Shade Of Pale","Annie Lennox","Medusa"
"TRAQGNV128C7196894","All Of This","Blink-182","blink-182"
"TRAQGRI12903CEE1DA","Chanson sous la pluie","Michèle Bernard","Mes premiers vinyls"
"TRAQGWN12903CE658C","Like a Bird Pulling Up At a Worm","We Show Up On Radar","A Loaf Of Bread_ A Container Of Milk And A Stick Of Butter"
"TRAQGWU128F93275F9","Buried Alive In The Blues","Michael Bloomfield","Live At The Old Waldorf"
"TRAQGXT128F4239CE0","I Can't Help","Cocoa Tea","One Way"
"TRAQGZY128F425E791","East","The Rongetz Foundation","East"
"TRAQHAK128F425EDD8","Ring The Alarm","Beyoncé","The Beyonce Experience Live Audio"
"TRAQHCG128E07951DA","Wanna Hurt Mase? (Album Version)","Mase","Harlem World *Cancelled*"
"TRAQHHV128F92E0787","Seek 300","Information Society","Don't Be Afraid"
"TRAQHHW128F14A8FF9","Thank You Mr. Poobah ( Remastered 97' Version )","The Paul Butterfield Blues Band","An Anthology: The Elektra Years"
"TRAQHKA12903CD817A","Going Home (Acoustic)","Catherine Howe","English Tale"
"TRAQHLV12903CB6474","Alte Pizza","Der Plan","Perlen..."
"TRAQHMP128F932D69C","Everything Has Changed","Patric C","The Horrible Plans Of Flex Busterman"
"TRAQHNQ12903CA5676","Goin' Upstairs (Little Freddie King)","Little Freddie King","Messin' Around tha House"
"TRAQHNX128E07822A7","Fast-Track","Radiohead","Pyramid Song"
"TRAQHOI128F4233163","The Chosen Legacy","Dimmu Borgir","In Sorte Diaboli"
"TRAQHOL128F422F029","Show Of Love","Jimmy Riley","Magic"
"TRAQHPK128F92E339B","Song From Moulin Rouge","Percy Faith & His Orchestra","16 Most Requested Songs Of The 1950s. Volume Two"
"TRAQHVX128F92E444A","Drifting","David Arkenstone","Chillout Lounge"
"TRAQHWF128F146FF11","The Ghost At #1","Jellyfish","Best!"
"TRAQHYE128F4275428","Blues 666","Fuzz","Uno"
"TRAQIBP12903CBD3E0","Amidar (CCCP Mix)","Rui Da Silva","Amidar"
"TRAQICU128F4295BED","Donde Estas Corazon","Shakira","The Remixes"
"TRAQIDB128F9339E13","Down A Notch","Faking David","Freedom Of Expression"
"TRAQIET128F9338109","Balada De La Mariposa","María Elena Walsh","Canciones Para Grandes"
"TRAQIHG128F424B549","Unutmam","BassTurk","Bassturk"
"TRAQIKC128F9303360","You Were Only Fooling","Connie Francis","Who's Sorry Now?...The Early Years 1955-58"
"TRAQIQP128E079505F","Hope  (Edited Album Version)","Twista Featuring Cee-Lo","Kamikaze"
"TRAQITZ128F4265E0E","Lonesome To The Bone","Johnny Cash","Wanted Man: The Johnny Cash Collection"
"TRAQIUE128F4286303","Soul Music (ReMastered)","Curtis Mayfield","Future Shock"
"TRAQIWL12903CF2A34","The Avenue (Zack W. Remix)","K-OS","Yes! 2-Disc Set"
"TRAQIYQ12903CBAE8A","I've Come This Far by Faith","The Mighty Clouds Of Joy","Gospel"
"TRAQJAM128F14AC5E8","Bruttosozialprodukt","Geier Sturzflug","Deutsche Hits CD1"
"TRAQJAO128F93289C4","Turu wilakuy","Alturas","Entre tanto canto..."
"TRAQJAU128F42585AD","The Tube","Spectra Soul","Shogun Assassins EP Vol. 3"
"TRAQJBM128F428DA47","Si Xin De Li You","F.I.R.","Unlimited"
"TRAQJBN12903CC16B5","Grønn Dame_ Rød Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein)","Black Debbath","Black Debbath Hyller Kvinnen!"
"TRAQJFK128F428508A","I'm Running Out Of Love","Dolly Parton","Just Because I'm A Woman"
"TRAQJGB128F426A9B6","The House Is Rockin'","Stevie Ray Vaughan And Double Trouble","In Step"
"TRAQJKM128F93578DA","Medley: Bobby Stenhouse; Braes Of Gleniffer; Girl In A Blue Dress","The Glencastle Sound","Our Scottish Heritage"
"TRAQJLD128F9350D44","The Room","Bruce Carroll","Boomerang"
"TRAQJLZ128F930BD03","Magic Carpet Ride - Original","Glen Ricks","Glen Ricks' Rock My Boat"
"TRAQJMP128F92E3821","Can't Take My Eyes Off You","Muse","Dead Star / In Your World"
"TRAQJNA128F425D4F0","Mo Jing","CoCo Lee","COCO 1994-2008 Best Collection"
"TRAQJNQ12903CBD304","Love","YZ","The Legend Of Floyd Jones"
"TRAQJOE128F92F1D58","Crystal Clear","Brainchoke","Introspective"
"TRAQJOP128F424C3D2","China Doll","Slim Whitman","UK - 1955 - September"
"TRAQJSB128F1454BB2","Dancing Drums","Badmarsh & Shri","Dancing Drums"
"TRAQKAH128F92D62A7","Show Fifteen with Bernard Sampson & Robert Sewell","Groucho Marx","Best Of The Radio Shows"
"TRAQKCG12903CBE810","Colour My XTC","Jeff Scott Soto","One Night In Madrid"
"TRAQKCW128F9352A52","The Other Side","Super700","Lovebites"
"TRAQKIM128F42618D0","Yo Odeconer","Kékélé","Kinavana"
"TRAQKPR128F427DDF8","Voici Les Clés","Gerard Lenorman","La Ballade Des Gens Heureux"
"TRAQKTC128F429211E","Kassoule","Tabu Ley Rochereau","Rochereau_ Sam Mangwana & l'African Fiesta National"
"TRAQKUB128F1460B81","Aziatic (Outro)","AZ","Aziatic"
"TRAQKVC128F425E65C","Inoculated City","The Clash","London Calling / Combat Rock"
"TRAQKVM128F145BB26","Make This Love Last","Wendy Moten","Wendy Moten"
"TRAQKZA128F9306913","Problem Inna the System","Black History","Reggae Salute"
"TRAQLFD12903CE16C7","Le complexe de Sisyphe","Melatonin","La fin de l'éternité"
"TRAQLIE128F931C3F3","Honor The Lord (He Holds The Keys Album Version)","Steve Green","He Holds the Keys"
"TRAQLMY128F42313D6","The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster)","Pink Floyd","Ummagumma"
"TRAQLNE128F42AC1AF","Babylon","Judas Iscariot","The Cold Earth Slept Below"
"TRAQLOD128F145EC9D","Dicen Por Ahi","Enrique Iglesias","Cosas Del Amor"
"TRAQLOT12903CE025B","Enclosed_ One Broken Heart","Eddy Arnold","Country Lovers_ Vol. 2"
"TRAQLTJ128F92E7FEE","Jalousie","André Verchuren","Les Increvable N2"
"TRAQLWZ12903CC77C2","Turn Me On","Johnny Osbourne","Black & White Vol. 2: Reggae Classics"
"TRAQLXW128F4278459","Du Verstehst Mich Nicht","Andreas Dorau","40 Frauen / Im September"
"TRAQMAK128F930D5F6","100% Dundee","The Roots","The Roots"
"TRAQMBA12903CD57EA","Breezin' Along With the Breeze","The Merry Macs","Classic Years of The Merry Macs"
"TRAQMBC128F424FC8B","Future Traffic Song","Ashtrax","Xtreme Control EP"
"TRAQMCF128F4247415","I Don't Give a F**k","D.O.W.N.","Southern Slang"
"TRAQMCM128F934CF43","Mango Del Monte","Tito Rodriguez","A Man And His Music  - El Inolvidable"
"TRAQMDS128F9326C87","The First The Last Eternity (Till The End) (feat. Summer) (GDC Mix)","SNAP!","Attack - The Remixes Part 1"
"TRAQMKM128F92E4EDD","Feel Better","California Oranges","Imperial Hearts"
"TRAQMLV128F92F33CB","Den Me Agapas","Anna Vissi","Music Guide - Athens"
"TRAQMNB12903CDD58F","Compromise","The Berzerker","Dissimulate"
"TRAQMNJ128F92E9D94","The Queen's Treatment","Ada Jane","Never Been Better"
"TRAQMNQ128F4250FD8","Tomara (I Wish)","Flora Purim","Encounter"
"TRAQMOX12903CAEBD7","Get Moose and Squirrel","Virgil Moorefield","Unsettled Scores"
"TRAQMTB128F92FEE3B","Slab Ridaz (feat. Lucky Luciano & Filero)","Ice_ Lucky Luciano_ Filero","Frozen Dreams"
"TRAQMWJ12903D02BD4","Outskirts Of Life","GG Allin","Carnival Of Excess : Limited Edition - Original Mixes"
"TRAQMWP12903CAC06F","A Broken Heart","Dallas Holm","Early Works"
"TRAQMYS128F930582B","Styles P Speaks (Interlude)","Styles P","The Art of War Volume 4"
"TRAQMZB128EF351A09","Certified Gangstas (featuring Jim Jones Camron & Bezell)","The Game feat. Jim Jones Camron & Bezell","Westside Story Remix feat. Snoop Dogg & 50 Cent"
"TRAQMZG128F427C15C","Sanctify Yourself (Extended Remix)","Simple Minds","Themes - Volume 3"
"TRAQNEC128F14ADF01","Hollow Eyes (Beat The System Album Version)","Petra","Petraphonics"
"TRAQNHD128F42438E2","When A Man Loves A Woman","Alexander O'Neal","Alex Loves..."
"TRAQNMM12903D00407","Party Favours","Bionikworld","Preset 001 / Reset 001"
"TRAQNMX128F427CAFB","Sous les chataigniers","Jean Segurel","Les Fiances D'Auvergne"
"TRAQNUS128F14698ED","124","Photek","Modus Operandi"
"TRAQNXY128EF35D3CB","Gemini","Ashes to Ashes","Big Moving Parts"
"TRAQOFP128F92FF669","Plans (Cover Version - Original by Grizzly Bear)","Band Of Horses","Friend EP"
"TRAQOLQ128EF3531E3","Find us Faithful","Bill Murk","Praise Keeper"
"TRAQOMM12903CC1D1C","Are You Putting Me On The Shelf","Don & Juan","Twirl Records Story Volume 10"
"TRAQOOL128F93030A4","Hunter And The Hunted (Live)","Simple Minds","Silver Box"
"TRAQOOU12903CBE70D","Happy Beat","Edmundo Ros","The Latin Sounds of Edmundo Ros"
"TRAQOOW128F932FA3C","Per Colpa Tua","Noemi","Sulla Mia Pelle Special Edition"
"TRAQOPC128F422850C","Hur hur murmioon","Frederik","20 Suosikkia  / Se jokin sinulla on"
"TRAQOSE128F42575EF","100%","Cocoa Tea","Kingston Hot"
"TRAQOXO128F42636BD","Down In The Hole","James Taylor","New Moon Shine"
"TRAQOXP128F4275511","La Llamada","Selena","All My Hits - Todos Mis Exitos"
"TRAQPAW128F423666C","Dream Of Ice","Dave Eggar","Serenity"
"TRAQPFR12903CC26CF","REALIZATION: REMORSE","This Is Hell","Misfortunes"
"TRAQPGM128F933B997","Visitor","Donna The Buffalo","The Ones You Love"
"TRAQPHD128F4226E5E","Soul Simplicity","Soulwax","Leave The Story Untold"
"TRAQPHP128F92F1464","Put It Off Until Tomorrow","Mae West","I'm No Angel"
"TRAQPJU128F1484689","Groundhog Day f/Cee-Lo Green & DJ Craze","Mayday","Mayday"
"TRAQPKV128E078EE32","Livin' On The Edge","Aerosmith","A Little South Of Sanity"
"TRAQPKX128F428146D","Come Around (Acoustic)","Sister Hazel","Before The Amplifiers...Live Acoustic"
"TRAQPWZ128F9333FF8","El Sabor lo Pongo Yo","David Andreu","Las Cosas de Antes"
"TRAQPZK128F9326C80","Mary Had A Little Boy (Maestro Mix)","SNAP!","Attack - The Remixes Part 1"
"TRAQQEE128EF342942","Onni","Irwin Goodman","Cha cha cha"
"TRAQQHJ128F9345DC3","1000 Good Intentions","Rise Against","The Unraveling"
"TRAQQLM128F147CBFE","Jaan - Interlude","Rishi Rich","The Project"
"TRAQQOG128F934B0A1","Zanzibar","Lizzy Borden","Deal With The Devil"
"TRAQQTW128F1466D86","All The Things You Are","Eliane Elias","Solos And Duets"
"TRAQQUC128F9314732","I Surrender All","Clay Crosse","I Surrender All"
"TRAQQUQ128F933671B","I'm Wondering","Mikey General","Stronger Rastaman"
"TRAQQUX128F92F9F10","Starlight","Snowgoons","Black Snow"
"TRAQQVR128F4255A3A","White Light","Gorillaz","Demon Days"
"TRAQQYH12903D0C595","Gedroomd","Hef feat. Big2 & Dio","Hefvermogen"
"TRAQQZN128F931FA31","Everything I Need","All Girl Summer Fun Band","Looking Into It"
